text,actual_label,predicted_label,prob_negative,prob_neutral,prob_positive,is_correct
best game ever kid boring kid like game,negative,negative,0.82714173378792,0.0006488196402519688,0.17220944657182802,True
best adventure game ever,positive,positive,0.0023216092289025997,0.0001107400411231846,0.9975676507299742,True
game good new update change,positive,positive,0.13465185853502884,0.00015848656589551797,0.8651896548990755,True
good game world best game,positive,positive,7.212998977343026e-08,3.604666908184515e-08,0.9999998918233411,True
could install didnt work device,neutral,neutral,0.05122856476501608,0.6670113113371,0.2817601238978835,True
screen freeze every second cant even create world actually play,neutral,neutral,0.4521453839072652,0.5396239871951647,0.008230628897569781,True
game pixelated also want adventure,negative,negative,0.8891541231575217,0.019099454998337713,0.0917464218441406,True
playing word youtuber,neutral,neutral,0.01238739044869855,0.9644417475951228,0.02317086195617848,True
favourite game play hardcore,negative,negative,0.9973541930934293,0.0010522965917309837,0.0015935103148396626,True
el de abajo se la come,neutral,neutral,0.05663953997122054,0.8290915329648862,0.11426892706389329,True
suck,neutral,neutral,0.05004061981937466,0.7797656932081828,0.1701936869724426,True
finelly game free,neutral,negative,0.5053384467217172,0.11504537792993819,0.379616175348345,False
heck love game addicted,negative,negative,0.6413417306067635,0.0007052364491384274,0.357953032944098,True
please fix minecraft load crash second game,negative,negative,0.9886629402986095,0.004167378677586327,0.007169681023804013,True
dont friend,neutral,neutral,0.019259989078118704,0.9440033465677939,0.0367366643540874,True
best game ever played changed life,positive,positive,0.011005384893770394,0.0006596901511670291,0.9883349249550627,True
best game anyone play mobile,positive,positive,0.030884852444284964,0.0017434956197098367,0.967371651936005,True
hii sir give money,neutral,neutral,0.35914266940529854,0.5407085720795628,0.10014875851513876,True
fine,positive,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,False
minecraft bittu,neutral,neutral,0.016577806389661526,0.9457114354471077,0.037710758163230836,True
noice,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
chuuuuuuu,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
fire,neutral,neutral,0.01087885133766782,0.9515433885907506,0.03757776007158153,True
good game freez plobrem,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
minecraft funny game also scary teach u real world also game make wonder fun real life,negative,negative,0.9231502350993458,0.0003840429772472732,0.07646572192340709,True
control mobile kinda bad computer theynaremgoodmso isna great game,negative,negative,0.8874439734360103,0.001464610727649647,0.11109141583633987,True
love,positive,positive,2.1176968970826474e-11,2.4913386168677654e-11,0.9999999999539096,True
bhai mera game mai koy v frnd nhi ban reha hain,negative,negative,0.6324148877166605,0.3308882716714997,0.03669684061183962,True
nvm got ill give guy star cuz like,negative,neutral,0.12689921453154135,0.8468329465017429,0.026267838966715595,False
dont waste ur money shut game wrost game life ask money pay app say game isnt responding,negative,negative,0.9990602632340245,1.190850369497843e-06,0.0009385459156060004,True
paid money cant install hate pay rupee parent strict allowed yesterday parent allowed cant install,negative,negative,0.86598942899468,0.12340845173263323,0.010602119272686379,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
game crash minute,negative,negative,0.9617710060486238,0.006805254162893987,0.03142373978848212,True
good game wont let download skin last phone would let import skin keep saying x get frustrated pls fix,negative,negative,0.8532079883131068,0.04301433376606106,0.10377767792083159,True
horrible,negative,negative,0.9767220247109252,0.014167920166987447,0.00911005512208732,True
cant playing friend always get problem microsoft account cant add friend,neutral,neutral,0.22818009542986525,0.7193448642296902,0.052475040340444624,True
greatest game ever,positive,negative,0.9916653298919851,3.34567635853865e-05,0.008301213344429587,False
there basically nothing wrong perfect countless biome explore numerous village structure fun addicting p mojang mob vote,positive,positive,0.2672515733419529,0.026602652374429683,0.7061457742836175,True
reason uninstalled mincraft,neutral,neutral,0.05129581999462627,0.9194598109929398,0.029244369012434036,True
removed star upload skin like save upload another skin change saved skin annoying keep changing good please fix,negative,negative,0.6101871743691782,0.25945779356342924,0.13035503206739224,True
son got playing year agoit good relieving stress,positive,positive,0.017532684733293426,0.01020242326452636,0.97226489200218,True
nice game play freinds,positive,positive,0.06832686320202716,2.1964434544810473e-05,0.9316511723634279,True
simple fun,positive,positive,0.10328430148707612,0.023669339788866196,0.8730463587240579,True
like game glitch game good anyways,negative,negative,0.9435801054852616,1.778307405422456e-06,0.056418116207332884,True
gud,neutral,neutral,0.03665211213699461,0.9414715840691642,0.02187630379384107,True
best survival game forever,positive,positive,0.008118381124670703,0.0017075200826509784,0.9901740987926784,True
feel bug lag game,negative,negative,0.9854365773111503,0.0026336052224458575,0.011929817466403645,True
minecraft peacefull give every day,neutral,neutral,0.045844713075779864,0.9236630621426931,0.030492224781527074,True
sometime freeze sec please fix problem,negative,neutral,0.029365355381229905,0.9645753485723124,0.006059296046457416,False
minecraft bestest game year,negative,negative,0.9858103646600204,0.00011068021404516913,0.014078955125934486,True
paisa churata hai teri achhi hai,neutral,neutral,0.12249136057707051,0.8522119495877472,0.025296689835182296,True
still cant play mojang fix,neutral,neutral,0.06435626622985852,0.8684956227118383,0.06714811105830312,True
best game world,positive,positive,1.6940580501171154e-07,8.463819963320857e-08,0.9999997459559953,True
mojang please fix xbox login problem code keep received,neutral,neutral,0.059144028809567296,0.9013140517941505,0.039541919396282314,True
yah bahut achcha minecraft hai mujhe nahin chahie pyar ho chuka hai bahut hi achcha,neutral,neutral,0.08126837873282028,0.8989480559826025,0.019783565284577403,True
minecraft,neutral,neutral,0.016577806389661526,0.9457114354471077,0.037710758163230836,True
ooooooobhi,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
minecraft file showing,neutral,neutral,0.02938237671934818,0.9233965461158443,0.0472210771648075,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
best game world,positive,positive,1.6940580501171154e-07,8.463819963320857e-08,0.9999997459559953,True
cant see multiplayer option enabled,neutral,neutral,0.4124604827716973,0.47486097628847124,0.11267854093983143,True
server joining india cant join server showing disconnected server mojang please fix issue soon possible,neutral,neutral,0.01125647956062299,0.9140816372789722,0.07466188316040487,True
nice game,positive,positive,0.04395948244899335,3.626988494501355e-06,0.9560368905625122,True
op game,negative,negative,0.9967952866054428,9.087153800023388e-06,0.0031956262407571373,True
keep crashing dont know tried without addons still crash star play edit found crashing game using cherry tree template simply doesnt work,negative,negative,0.5968107990548545,0.13744614930623594,0.2657430516389096,True
extremely good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
game soo cool fun mojang add better mob armadillo good add better mob phantom useless remove phantom,positive,positive,0.0023699767497388138,2.812822173044349e-05,0.9976018950285305,True
looooooove,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
goat game bro,negative,negative,0.9722098882744652,0.007590198199701116,0.02019991352583385,True
video game world,negative,negative,0.9284320378465558,0.005116257414951049,0.06645170473849353,True
love game played minecraft since st released pc till mobile device there issue minecraft noticed lag issue game block tree break block stock pas even already bin broken make xray pas see ore cave even dont xray mod lag issue facing north south laggy even phone run extreme mode please fix problem next update,negative,negative,0.76009221838296,0.00963356013814881,0.23027422147889123,True
op gaming,neutral,neutral,0.029633559713409526,0.9423874245085564,0.027979015778034192,True
like game,negative,negative,0.9997379769202718,8.582824478594541e-08,0.0002619372514834872,True
jeezzz good playing ny online friend rather going rl,positive,positive,0.0019319015504261317,0.03177226287437615,0.9662958355751975,True
glad see add hardcore mode bedrock edition add command java bedrock edition game better,positive,positive,0.23112047669979413,0.12993654633657262,0.6389429769636331,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
feel like speechlessbut u fix freezing happens sometimes phone,neutral,neutral,0.07356113372990322,0.8838068018780819,0.04263206439201455,True
guy minecraft doesnt like minecraft,neutral,neutral,0.014819236009070801,0.9628589768467735,0.022321787144155485,True
gyatttt,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
el juego e bueno pero pueden explicar xq seme auto sale el juego aveces entra arrepentimiento por averlo comprado la nada juego en survival c lagea c sale solito,neutral,neutral,0.015605572460577918,0.9517806397253852,0.032613787814036975,True
ah,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
f game cant connect server,negative,negative,0.9882471850839103,0.003181545690626138,0.008571269225463637,True
wth minecraft play friend looking original minecraft,positive,neutral,0.02787263387754787,0.774193579328243,0.19793378679420892,False
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
continues delete inventory anytime quit game solution work apparently issue decade sheer incompetence minecraft dev team astonishing every single one lose job barred ever participating game industry rest pathetic life app buggy disaster,negative,negative,0.950895042771038,0.014891757756039837,0.03421319947292227,True
bast game time,negative,negative,0.9962334651896124,0.0007250121112454195,0.003041522699142131,True
good game,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
cant wait,neutral,neutral,0.02326835734931536,0.9573304749964523,0.019401167654232197,True
best app ever played add get apps add free add good,positive,positive,0.00020651360436964877,0.004887385952000147,0.9949061004436301,True
great game stupid kid like,negative,positive,0.23251986893458493,0.005070842949816963,0.7624092881155978,False
cool block game,negative,negative,0.9428535087225562,4.357887375300714e-05,0.05710291240369066,True
minecraft movie,neutral,neutral,0.016577806389661526,0.9457114354471077,0.037710758163230836,True
used play game got introduced terrarium whichin opinion waaaay better minecraft still play minecraft get much nostalgia playing,positive,positive,0.38801997316376563,0.0016539864687723043,0.6103260403674626,True
good game forever,positive,positive,0.05230221991064621,6.056791464459101e-05,0.9476372121747093,True
endless adventure,negative,neutral,0.13114684176045568,0.32558007719891413,0.5432730810406302,False
purchase game wont install install say cant instal mincraft hone ultra try everything nothing fix problem,negative,negative,0.7453490769503063,0.23456729481488467,0.02008362823480905,True
nice game,positive,positive,0.04395948244899335,3.626988494501355e-06,0.9560368905625122,True
want say ooooooommmmggggg game good st time start minecraft say silly game graphic nothing minecraft giving u update better update anything minecraft bulid create survive explore one hardcore mode love mode game physic based real life say geography minecraft best game new offer best rupee wow,positive,positive,0.007142527695000245,8.490794741667421e-07,0.9928566232255258,True
great experience word,positive,positive,0.001478527212183672,0.13391939349705048,0.8646020792907659,True
luli,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
game awesome,positive,positive,0.022661616137095067,1.0626881119482655e-05,0.9773277569817856,True
app really good shouldnt pay stuff free fun dont get wrong love dont wan pay get world skinsand even new item recommend game mojang please try make free maybe youll get player highly recommended star plz download,positive,positive,0.44630719149741677,0.0008715592119460555,0.5528212492906371,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
dont get wrong game perfect much fun friend could see used mobile phone could join server could join friend could join chromebook flippin annoying cant even get multiplayer even possible reason need guardian allow literally multiplayer instantly phone get rid annoying,negative,negative,0.9109878367297359,0.006494740096983526,0.08251742317328059,True
sooooo good expensive,positive,positive,0.05225513569680408,0.01149061080452101,0.9362542534986751,True
mujhe refund chahiye,neutral,neutral,0.0051832298758591544,0.9825588952571979,0.012257874866942832,True
good game love please add holiday feature something like cause minecraft boring without modding usind modpacks please add back,negative,positive,0.32299806637596784,0.005975509880949201,0.6710264237430829,False
best world skin saved account,positive,positive,0.0005268839220451637,0.027393520624021592,0.9720795954539335,True
device installed app,neutral,neutral,0.009651162182073484,0.9097099229076216,0.08063891491030492,True
like,neutral,neutral,0.025263589890683173,0.9483066857898824,0.02642972431943433,True
savej,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
sing nahi ho raha,neutral,neutral,0.04209917731929069,0.9305858660444882,0.027314956636220945,True
love,positive,positive,2.1176968970826474e-11,2.4913386168677654e-11,0.9999999999539096,True
best,positive,positive,1.0597356145966005e-12,1.2575433333116802e-12,0.9999999999976827,True
amazing experience play game get play friend play cuz amazing person play minecraft withit dropped star bc wouldnt let leave beta,positive,positive,0.15192091171690802,0.025570787807815173,0.8225083004752769,True
cant install minecraft problem please solve problem amarjeet,neutral,neutral,0.0441698998470136,0.9430705837784646,0.012759516374521633,True
pikachu purple hoodie undertaker,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
love game there one issue there world dont want want get minecoins back wondering could add refund system one spent minecoins get,negative,positive,0.45202125117984054,0.01756194600305698,0.5304168028171026,False
india mai minecraft mai koi bhi server jion ho raha hai plzsolve problem,neutral,neutral,0.021809836617628968,0.9493440931857481,0.02884607019662328,True
paid realm subscription freinds cant join realm fix,neutral,neutral,0.060672982100832266,0.9273291470594369,0.011997870839730793,True
add holiday feature back minecraft,neutral,neutral,0.046551166268450204,0.9265221137414092,0.026926719990140586,True
dowloading,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
ultimate goddess game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
cant refund rupee,neutral,neutral,0.005099173381895056,0.9879069004781035,0.006993926140001217,True
bring back holiday feature,neutral,neutral,0.05589355713619739,0.9214860188654083,0.022620423998394226,True
remove creeper ruined game,negative,negative,0.9743848604256984,0.0163587177847047,0.009256421789597102,True
aplikasi selalu error tidak bisa dibuka tolong diperbaiki atau berikan kompensasi yang setimpal,neutral,neutral,0.01818257609517845,0.9639506508466293,0.01786677305819214,True
best game world,positive,positive,1.6940580501171154e-07,8.463819963320857e-08,0.9999997459559953,True
dont like game,negative,negative,0.996940710021437,3.3149039077356955e-05,0.003026140939485508,True
like,neutral,neutral,0.025263589890683173,0.9483066857898824,0.02642972431943433,True
best ever game played,positive,positive,0.002583717030555313,6.94407901523913e-06,0.9974093388904295,True
person named elizabeth would like ask u hv installed game like minecraft u probally happened problem cant fized tho,negative,negative,0.734593005634894,0.07223755084007726,0.19316944352502866,True
minecraft pocket edition doesnt cloud save,neutral,neutral,0.01708112770238678,0.9487163175988149,0.03420255469879793,True
dont know lost account,neutral,neutral,0.16152926544073687,0.8285699429331274,0.009900791626135738,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
remove beta version creaking update,neutral,neutral,0.008921609143920312,0.9780604328250875,0.013017958030992125,True
game mind blowing experience zombie fun super game,negative,negative,0.9550077630719073,9.419154878465426e-05,0.04489804537930814,True
bast game,negative,negative,0.9989673325263889,0.00014937946462729965,0.0008832880089837017,True
like game bro,negative,negative,0.9745915737718059,0.0036658958261223066,0.021742530402071542,True
awesome game got try cheap cost must say thanks mojang bill gate special thanks go notch,positive,positive,0.060913376247978594,0.13073350691125044,0.8083531168407706,True
love minecraft,positive,positive,1.649508365677893e-08,1.9495002353678218e-08,0.999999964009914,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
new update absolutely awful modding community ruined many mod screw microsoft,negative,positive,0.029169609055518207,0.002117676491345522,0.9687127144531363,False
normal boy iq minecraft player iq,positive,neutral,0.3667476079595129,0.24153219701356396,0.3917201950269232,False
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
best game ever like actually changed life comattion game tysm minecraft,positive,positive,0.18936079099762074,0.0006021979418666535,0.8100370110605125,True
favourite game world,negative,negative,0.9989422264429083,6.775407088667461e-05,0.0009900194862050493,True
cant play online using mobile data even activate online setting use wifi mobile data,neutral,neutral,0.043114597821750034,0.9306713982747009,0.026214003903548905,True
wow super nice beautiful,positive,positive,3.314543122534978e-10,3.882740555918713e-10,0.9999999992802716,True
guy guy ad like minecraft,neutral,neutral,0.014638220771241977,0.9310797438232593,0.05428203540549889,True
definitely good feel limitation mobile outright sadly minecraft made pc beginning complex play well mobile day pocket edition always felt sloppy isnt something controlled since good game play complex game requires good control limitation mobile device app made awesome,positive,positive,0.004218722520516475,7.299811194086232e-05,0.9957082793675426,True
worth,positive,positive,0.0820963169761367,0.028419754298738133,0.889483928725125,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
vv good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
unable install app tried many time succeed,neutral,negative,0.2297406594017575,0.13061250212982561,0.639646838468417,False
good play server sign,positive,positive,0.005090529357216114,0.004645100579449314,0.9902643700633345,True
update faster,neutral,neutral,0.03646774907520288,0.9340955702175281,0.029436680707269028,True
installing nhi ho raha buy kiya ha refund nhi de raha ha,neutral,neutral,0.01915707226103458,0.9699917356293128,0.010851192109652682,True
mid,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
fun there bug dont like,positive,positive,0.08575330665609802,0.09406449254670585,0.8201822007971962,True
power,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
thank price low,neutral,neutral,0.09177022017968325,0.8456257300069967,0.06260404981332009,True
really good tablet weird glitch cant import addons game open google wallet wps office minecraft super annoying game good otherwise,negative,negative,0.697026833559192,0.0003146806173562942,0.3026584858234518,True
nice game cant find downgrade version please kindly add play store make easy anyway fantastic game,positive,positive,0.09551498601341805,0.016292130859181988,0.8881928831274001,True
nice game,positive,positive,0.04395948244899335,3.626988494501355e-06,0.9560368905625122,True
first ever game mobile phone,negative,negative,0.8312603169094105,0.0011304492875355801,0.16760923380305423,True
game absolutely splendiferous adore warden make amazing noise entertains local martian ayo gang eyeshadow day colour grass really popped onto face made goth wiggled eyeliner pop kaboom baby animal died died tell tragic rip,negative,positive,0.2547085450387085,0.021939198073899296,0.7233522568873922,False
bug freeze reappears,neutral,neutral,0.008761684569631499,0.9773977220691838,0.01384059336118465,True
minecrafts optimisation dreadful recent year need proper rewrite run intense game cooler better frame rate frankly annoying put id like add even dolphin emulator running wiis intensive game graphic enhancement run better fail match,negative,positive,0.402083708237233,0.001723845377790431,0.5961924463849767,False
game really fun reason allowing create microsoft account,negative,negative,0.9222735958278941,0.0005066052794156315,0.07721979889269008,True
cant install even paid pls help,neutral,neutral,0.10012026474029806,0.8844046130505913,0.01547512220911047,True
cant refund money,neutral,neutral,0.03724670580716002,0.9401750458523312,0.02257824834050895,True
dear mojang pls add shaders low level phone lag pls,neutral,neutral,0.04283533598833444,0.9418312947276092,0.015333369284056113,True
minecraft game laggy play min game lag crash please fix,negative,negative,0.9979072091275341,6.630310570721642e-05,0.0020264877667587823,True
boi water black fix bug,negative,negative,0.6618826252451581,0.131439107925872,0.20667826682897003,True
low fps phone suck youre looking around shake much kinda find curious exynossamshng device problem pls mojang fix unplayable exprerince pls hope see problem wishing lifetime mojang see review,negative,negative,0.6609954236115652,0.11370750668971681,0.2252970696987183,True
make anything amazing,positive,positive,0.0005059879102665848,0.012683226753963956,0.9868107853357695,True
logonya kok ganti bang aduhhhh,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
ahh word game everything wanted god way minecraft animator skin designer,negative,negative,0.8642595168377157,0.03854184124159803,0.09719864192068632,True
experiencing bug armor like normal enchanted look like full cloth helmet like iron man helmet occurring u know say fix,positive,neutral,0.13288938797762154,0.6141414097810852,0.2529692022412933,False
shouldnt buy minecraft java bedrock get external hdd install chrome o,neutral,neutral,0.0663012344768504,0.9199062325329096,0.013792532990239909,True
add fast minecarts,positive,positive,0.018044157788938562,0.07147666849304717,0.9104791737180141,True
mewhy eat grass minecraft,neutral,neutral,0.016577806389661526,0.9457114354471077,0.037710758163230836,True
alright game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
plz fix server joining issue can join mobile data,neutral,neutral,0.009263560139322464,0.9626663775812616,0.028070062279415962,True
get free everything,positive,positive,0.05382235087282081,0.24701228212007634,0.699165367007103,True
mini minor always coming back,negative,neutral,0.2988930281498632,0.4876878314437832,0.21341914040635357,False
yt xpiroo,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
sir solve sign problem,neutral,neutral,0.07416777908951587,0.9098099322452443,0.01602228866523966,True
best game forever game emotion,positive,positive,0.19213634280505787,0.0009538407284571391,0.8069098164664851,True
good game endless game endless joy,positive,positive,0.3218018983676018,4.629436049226726e-06,0.6781934721963488,True
game keep crashing,negative,negative,0.944891336774645,0.006141424164780729,0.048967239060574215,True
first time play batter game,negative,negative,0.9053358128708048,0.00013201664517223486,0.09453217048402313,True
ousam,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
cant play friend bc version cant update play store,neutral,neutral,0.02725942077323712,0.9348124544654308,0.0379281247613319,True
control play game small customize control make big size small wish could make bigger original version option,negative,negative,0.9159421399101118,0.007899075416182011,0.07615878467370636,True
hi year,neutral,neutral,0.14092571680413457,0.7601317648521823,0.09894251834368321,True
game good play minecraft laging problem,positive,positive,0.1671202143955827,0.0003030503500694809,0.8325767352543479,True
mojang ruining minecraft,neutral,neutral,0.020654041763242606,0.9422899077350243,0.03705605050173345,True
hate update everything touch talk cant even scroll anything,negative,negative,0.8808087818810482,0.11013765325669592,0.00905356486225585,True
game fun well ever play,negative,negative,0.8073655028033402,0.0003782233054722264,0.19225627389118757,True
refund unitsall,neutral,neutral,0.003088828058225728,0.9883512044543399,0.00855996748743452,True
ive always find game interesting fun adventure ive awesome even though im solo player didnt change fact amazing fun game ever since child ive always begged parent purchase minecraft didnt regret bit well mean time regret purchase minecraft grew find game fun play didnt regret single penny spend game keep good work,positive,positive,0.21804469646760186,0.000564287775807932,0.7813910157565901,True
touch screen bug make difficult play via touch screen control every button want tap button want interact requires tap highlight game select get irritating fast please fix,negative,negative,0.8106405281303871,0.13528225978381006,0.054077212085802864,True
hello everyone best favorite roblox minecraft chess scrabble,positive,positive,0.00022016990266642055,0.009540679761065882,0.9902391503362676,True
game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
devs wont listen community destroying people childhood hope game clearly dying specific mojang,negative,negative,0.9775460223402465,0.005732658298414762,0.01672131936133881,True
wala lang bout ka nganong star akong go rate,neutral,neutral,0.04346487331069132,0.9510530406710626,0.005482086018245882,True
app refunding money responding query,neutral,neutral,0.03318611198202675,0.9475340800288342,0.019279807989138836,True
already purchase can open,neutral,neutral,0.017430489899698295,0.9488980265086494,0.03367148359165224,True
minecraft good play friend sometimes minecraft boring,negative,positive,0.40676520227414054,0.0391537593221558,0.5540810384037035,False
mi nica queja e que cuando llueve todos los bloques desaparecen,neutral,neutral,0.01953534135116118,0.9428642955610046,0.03760036308783427,True
account login,neutral,neutral,0.031727950188903425,0.9380926477503824,0.03017940206071407,True
cool game,negative,negative,0.9329711926679765,3.6477700735346872e-06,0.06702515956194986,True
game important life,neutral,negative,0.9889803154466107,8.892917184052577e-05,0.010930755381548854,False
minecraft keep crashing minecraft hate android player im trying play mod peace nowhere crash apparent reason fix minecraft,negative,negative,0.8104488029224768,0.06174905273829753,0.12780214433922577,True
riayj,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
great game fun play,positive,positive,0.0023251364545644406,1.6331375968650784e-07,0.9976747002316759,True
thanks game next come game,negative,negative,0.9538003106463823,0.0005757595564684298,0.04562392979714918,True
goood game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
nice im enjoyed play,positive,positive,0.0008779437027918584,0.011907786540407661,0.9872142697568006,True
one best survival game ever played,positive,positive,0.017483743367602767,6.491833882188376e-05,0.9824513382935752,True
purchased game download show error happaning fix mojang give money back,negative,negative,0.9851829627347023,0.008966943946400525,0.005850093318897073,True
healing slow compared java,negative,negative,0.7090918482444305,0.1645326335748536,0.1263755181807157,True
mobile minecraft working mean downloading,negative,neutral,0.5857715673180083,0.4045818035424003,0.009646629139591368,False
improve control game,negative,negative,0.9491566030608605,0.0019884013301204625,0.04885499560901901,True
good game prefer everyone play game,negative,negative,0.9336880628743527,3.067238995027557e-06,0.0663088698866521,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
endless possibility give,negative,negative,0.2198240316255404,0.21429791621410688,0.565878052160353,True
never hurt expectation,neutral,neutral,0.011299430473370134,0.950465441304745,0.03823512822188489,True
bad given refoun go police,negative,negative,0.9964538823594684,0.0025923426096814304,0.0009537750308503035,True
op player play,neutral,neutral,0.3054433805625452,0.5677710138737934,0.1267856055636614,True
best game ever currently im facing problem cusomized control get reset ride horse exit annoying customize control please look thanks,negative,negative,0.6846254164855431,0.007082567966454,0.3082920155480026,True
amazing take much storage,positive,positive,0.00035763543217578846,0.005801567025171631,0.9938407975426526,True
purchased minecraft poco f phone extremely lagging game optimized,negative,negative,0.9705669421865515,0.0158601800296077,0.01357287778384086,True
op gaming,neutral,neutral,0.029633559713409526,0.9423874245085564,0.027979015778034192,True
storage problem please fix,neutral,neutral,0.021539115362199348,0.966282993877047,0.012177890760753901,True
game fun add particle slider,negative,negative,0.8187022396567932,8.462611064103928e-05,0.18121313423256583,True
fun adventure game pay win ypu buy real money minecoins skin mod,positive,negative,0.6042803299765915,0.0007036222464017283,0.3950160477770064,False
yah use crafting building se bahut jyada achcha hai,neutral,neutral,0.09101302576962611,0.8899050294409496,0.019081944789424102,True
game like game ad play friend build anything want,negative,negative,0.9719384372545387,0.0007061525695725138,0.027355410175888946,True
would leave less star literally many problem game practically make debug game microsoft literal trash support next none,negative,negative,0.9322976209410513,0.0033092253419343596,0.06439315371701425,True
app exept roblox vetter game mob amazing graphicsamazing sound amazing everything awsome highly recommend downloading minecraft want fun experience friend mod solo fighting mobsor chould creative type person build heart desire game overall,positive,positive,0.0057977006913610485,2.5756920335568997e-05,0.9941765423883034,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
best game ever,positive,positive,2.5511569663291125e-08,1.2752044366013824e-08,0.999999961736386,True
rate five bug glitch beacause game make idea make love game thank developer respect,negative,negative,0.9218113973072006,0.0057958236554256064,0.07239277903737368,True
deja elegir skin para mi personajes cuando la imgenes cumplen con los requisitos adems intent instalar el juego en do celulares extra en uno se reinicia cada que quiero iniciar sesin mientras que en el otro se niega instalarlo cuando el celular cumple con todos los requisitos segu la soluciones que ofrece google pero nada sirvi nunca haba tenido tan mala experiencia jugando minecraft definitivamente son errores que solo la versin de android tiene,neutral,neutral,0.030851178324643708,0.8831423247195256,0.08600649695583078,True
doesnt work always kick make server,neutral,neutral,0.3468502514526877,0.5725284577948492,0.08062129075246319,True
got discount got,neutral,neutral,0.054472533203177714,0.9244099772188059,0.02111748957801676,True
best always,positive,positive,4.052294001628627e-08,2.7220319664100566e-08,0.9999999322567404,True
keep dying love,positive,positive,4.158837772314815e-07,4.674452998498982e-07,0.999999116670923,True
bestttt,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
good add left hand side bedrockok,positive,positive,0.004518328212715906,0.02643026957463133,0.9690514022126528,True
signed phone told sign link thing wasnt upset cant even play minecraft,neutral,neutral,0.023038534662870185,0.9601873726462722,0.016774092690857327,True
im enchanting armor showing glitch,neutral,neutral,0.030080695193394305,0.9279801265774265,0.04193917822917917,True
kidudbk,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
game bagus tapi kok udah gak ada java edition kalau masih ada tolong bale,negative,negative,0.9043542851408435,0.032256090202944336,0.06338962465621231,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
nothing say,neutral,neutral,0.03784222012950155,0.9369100865540427,0.025247693316455596,True
r worth,positive,positive,0.0820963169761367,0.028419754298738133,0.889483928725125,True
cant complete achievement survival mode mojang isnt anything solve problem please help,positive,positive,0.04087452827445083,0.1695659987764553,0.7895594729490939,True
nice game,positive,positive,0.04395948244899335,3.626988494501355e-06,0.9560368905625122,True
minecraft koi mujhe apne surver add karlo please,neutral,neutral,0.020082736086623754,0.9565389708570099,0.02337829305636643,True
game best memory,positive,positive,0.0028841741726488585,9.35303525676302e-06,0.9971064727920945,True
