processed_text,label,dominant_topic,topic_confidence,topic_keywords
although nice alli still face issue like server disappearing character reset allplease try fixing,positive,5,0.021426675468150316,"minecraft, love, play, please, like"
lock start first saw minecraft tube video want play minecraft minecraft price cant buy buy minecraft play like game much,positive,5,0.17607515277228677,"minecraft, love, play, please, like"
game easy simple minecraft non realistic easy play,positive,5,0.05124755960059617,"minecraft, love, play, please, like"
game much good buy coine server good free server inter please,positive,2,0.1238548896029582,"good, game, really, friend, app"
bro best experience every game played,positive,3,0.06433332423022427,"best, ever, world, game, played"
best game world,positive,3,0.14120997767997584,"best, ever, world, game, played"
good vibe best feel,positive,2,0.11167618752701958,"good, game, really, friend, app"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
game good worden,positive,2,0.22833202181520393,"good, game, really, friend, app"
best game ever please fix enchanted armor glitch,positive,3,0.06902169688378072,"best, ever, world, game, played"
great experience,positive,1,0.0044039762355050655,"game, nice, like, favourite, fun"
like played several account miss old day,positive,5,0.018635031550327277,"minecraft, love, play, please, like"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
rating pro endless creativity immersive survival exploration multiplayer constant update con steep learning curve repetitive gameplay blocky graphic perfect creative type survival fan explorer family multiplayer enthusiast platform pc console mobile price java edition bedrock edition timeless sandbox classic inspires creativity imagination,positive,5,0.014131476830373276,"minecraft, love, play, please, like"
thanks india,positive,5,0.006148951475990122,"minecraft, love, play, please, like"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
nice adventure game nice offline pixel art game ever please add new place mincraf,positive,1,0.05708510323741809,"game, nice, like, favourite, fun"
awesome,positive,1,0.0026562577218842195,"game, nice, like, favourite, fun"
game good play minecraft laging problem,positive,5,0.14918559772985096,"minecraft, love, play, please, like"
minecraft nice game world,positive,5,0.12629425559369117,"minecraft, love, play, please, like"
jeezzz good playing ny online friend rather going rl,positive,2,0.08206159150501474,"good, game, really, friend, app"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
played yet fun play player love minecraft,positive,5,0.13214110861980757,"minecraft, love, play, please, like"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
love childhood,positive,5,0.0792799785524104,"minecraft, love, play, please, like"
best game minecraft favourite game minecraft,positive,5,0.17222156261074728,"minecraft, love, play, please, like"
happy th birthday minecraftthis game interestingvery challenging one fav game,positive,1,0.05660173945052255,"game, nice, like, favourite, fun"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
roblox better bc roblox less hacker better moderation yall mf,positive,5,0.004913657220557524,"minecraft, love, play, please, like"
need gradable minecraft pocket edition thats one thing personally really want pe multi installs optional preferably data stored separately chosen setting version deleted time new one chosen optionally smaller storage device,positive,5,0.05898866917530588,"minecraft, love, play, please, like"
game good,positive,2,0.22833202181520393,"good, game, really, friend, app"
best game ever saw play store,positive,3,0.08052307954848595,"best, ever, world, game, played"
minecraft review rating timeless sandbox classic minecraft phenomenal game captivated gamers age unique blend creativity exploration survival mechanic developed mojang studio sandbox masterpiece become cultural phenomenon good reason pro endless creativity minecrafts blockbased world allows player build anything imagine simple shelter intricate castle,positive,5,0.055649000470280756,"minecraft, love, play, please, like"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
sexy,positive,1,0.0,"game, nice, like, favourite, fun"
great experience word,positive,1,0.004508020937203369,"game, nice, like, favourite, fun"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
best gamei ever played bug,positive,3,0.11564394061139928,"best, ever, world, game, played"
playing minecraft since love game best game hand,positive,5,0.1276027949121697,"minecraft, love, play, please, like"
loved untill playing invited someone world working hard said op make house command said u sure spawned tnt across tried quickly ban late,positive,4,0.05911784786342912,"op, game, minecraft, ever, app"
like much,positive,5,0.03728687628118096,"minecraft, love, play, please, like"
best game world,positive,3,0.14120997767997584,"best, ever, world, game, played"
best open world game ever,positive,3,0.11686372566212173,"best, ever, world, game, played"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
like build fun creative im good survival idea next update contain different color light id like put pink light house color plus would good dance floor,positive,2,0.06288382764682016,"good, game, really, friend, app"
great game always play especially multi player,positive,1,0.03546360303178718,"game, nice, like, favourite, fun"
creative fun,positive,1,0.00963610543404784,"game, nice, like, favourite, fun"
nice game bu old steve good,positive,2,0.08469534290562639,"good, game, really, friend, app"
latest update cant play game literally crash even menu device powerful enough play high graphic game fps something mediatek whole,positive,1,0.032834018070672925,"game, nice, like, favourite, fun"
playing since cpu never fails fun,positive,5,0.02017684007700715,"minecraft, love, play, please, like"
best phone game,positive,3,0.11335076970274764,"best, ever, world, game, played"
great game ive always loved,positive,1,0.03527511423879597,"game, nice, like, favourite, fun"
super bien para el tiempo que lleva peor tambin deberan arreglar el rendimiento,positive,1,0.0014531511194804346,"game, nice, like, favourite, fun"
great game,positive,1,0.072794100073634,"game, nice, like, favourite, fun"
loved game year entirely started glitching date phone app made sense joined beta fix panic realizing would stop playing friend cant join beta device tried leaving almost week ago say ive left im stuck beta help,positive,5,0.03722506889988768,"minecraft, love, play, please, like"
really need describe minecraft star real gamer know good,positive,5,0.06202834805585679,"minecraft, love, play, please, like"
good need free mod,positive,2,0.09114253432201426,"good, game, really, friend, app"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
best market go ahead purchase u dont decent processor ur phone might blast,positive,3,0.03916021291346565,"best, ever, world, game, played"
word sayy game amazing,positive,1,0.04783631292756323,"game, nice, like, favourite, fun"
best game world,positive,3,0.14120997767997584,"best, ever, world, game, played"
ok fixed,positive,5,0.0024512353594468256,"minecraft, love, play, please, like"
thats fantastic bug,positive,5,0.005767298338353078,"minecraft, love, play, please, like"
please add inbild cinematic minecraft pe thing good good,positive,2,0.1425550286009931,"good, game, really, friend, app"
best app,positive,3,0.11540131412415505,"best, ever, world, game, played"
best one,positive,3,0.12171500536678068,"best, ever, world, game, played"
love,positive,5,0.14628126062839605,"minecraft, love, play, please, like"
best game ive ever played always interested coming back playing,positive,3,0.0736872993298583,"best, ever, world, game, played"
get app educational,positive,5,0.010280722673659785,"minecraft, love, play, please, like"
marvelous,positive,1,0.0,"game, nice, like, favourite, fun"
love minecraft,positive,5,0.28932626871844913,"minecraft, love, play, please, like"
game best game ever played,positive,3,0.1255010571916762,"best, ever, world, game, played"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
favorite game must try,positive,1,0.03549428790468266,"game, nice, like, favourite, fun"
good game love,positive,2,0.16336502865833744,"good, game, really, friend, app"
p xbox mobile good,positive,2,0.09924397801120095,"good, game, really, friend, app"
endless enjoyment friend build structuresbuildscastleetc think everyone play game good atleast time play,positive,2,0.05344587819691482,"good, game, really, friend, app"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
minecraft good game im experiencing water world black,positive,5,0.0675952895867637,"minecraft, love, play, please, like"
love gamewhen first downloaded couldnt log inbut im signed,positive,5,0.04269333002729535,"minecraft, love, play, please, like"
nice game minecraft,positive,5,0.14140116195563532,"minecraft, love, play, please, like"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
best world,positive,3,0.14789399570862138,"best, ever, world, game, played"
fix support mod,positive,5,0.016125193420068143,"minecraft, love, play, please, like"
kid love game spent many hour playing together many adventure u enthralled one time another building hidden base countless house provided many hour fun together,positive,5,0.02868051109209213,"minecraft, love, play, please, like"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
pay minecraft instead minecraft like crafting building get anything skin free like need pay minecraft pay crafting building pack free get nice furniture also get minecraft texture crafting building need pay download crafting building minecraft waste money,positive,5,0.0973909309825667,"minecraft, love, play, please, like"
hello mojang really pleased minecraft pocket edition update make game better allow tell pale garden update could brought better torch mechanism like hold torch main hand would simply work lighten place go could done offhand preety useless diamond could litter less rare spent ingame day survival world mine near bedrock floor,positive,5,0.04306850272389907,"minecraft, love, play, please, like"
suddenly cant open marketplace edits skin item xp gone playing server playing week server mojang please fix bug updt fixed,positive,5,0.04678131004422254,"minecraft, love, play, please, like"
ive playing minecraft many year rly good game,positive,5,0.09079356756791115,"minecraft, love, play, please, like"
fun,positive,1,0.013291051297046523,"game, nice, like, favourite, fun"
wow,positive,1,0.0019963397146366873,"game, nice, like, favourite, fun"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
love everything could please add smores making marshmallow milk sugar put marshmallow middle cookie top bottom,positive,5,0.050915565385048045,"minecraft, love, play, please, like"
game nothing explorewe sign play friendsit creat lag play hardcore pretty good,positive,2,0.05949640152941745,"good, game, really, friend, app"
wonderful game,positive,1,0.04819401949563494,"game, nice, like, favourite, fun"
love game,positive,5,0.12214775373099435,"minecraft, love, play, please, like"
minecraft always going good game everybody literally made everyone make idea come true thank minecraft turn make idea come right way,positive,5,0.06995579693249934,"minecraft, love, play, please, like"
game beautiful,positive,1,0.0540974989945162,"game, nice, like, favourite, fun"
wow,positive,1,0.0019963397146366873,"game, nice, like, favourite, fun"
fun,positive,1,0.013291051297046523,"game, nice, like, favourite, fun"
love new creaking hardcore mode bundle could make new dimension like pale garden killable creaking java bedrook please love minecraft also please make preview another app please add grappling hook minecraft,positive,5,0.12226287899346062,"minecraft, love, play, please, like"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
problem signing aside amazing game young older mind alike someone debating kid get game literally infinite option like board survival join server board playing friend manhunt game good younger child would support parent thinking getting kid,positive,1,0.040281992875933675,"game, nice, like, favourite, fun"
best game entire life use imagination,positive,3,0.05068755724333961,"best, ever, world, game, played"
op nice beautiful game,positive,4,0.15427397814665297,"op, game, minecraft, ever, app"
interesting game,positive,1,0.05519472172412847,"game, nice, like, favourite, fun"
best,positive,3,0.19371472305921708,"best, ever, world, game, played"
best game world,positive,3,0.14120997767997584,"best, ever, world, game, played"
good game world best game,positive,2,0.12338461864793464,"good, game, really, friend, app"
fun game love creative creating city right,positive,5,0.03958819385897202,"minecraft, love, play, please, like"
game incredible like way made perfect,positive,1,0.03831994464762172,"game, nice, like, favourite, fun"
spend worth server joining login issue,positive,5,0.014564219910725132,"minecraft, love, play, please, like"
minecraft best creative game,positive,5,0.1098576218716411,"minecraft, love, play, please, like"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
best survival game forever,positive,3,0.07410907531498319,"best, ever, world, game, played"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
talented structure look good one thing like know shipwreck could use arent wreck abounded sea use map find one would cool thank,positive,2,0.03562768992419503,"good, game, really, friend, app"
minecraft fun make kind thing make,positive,5,0.07891887690614234,"minecraft, love, play, please, like"
cant download tried many way get downloaded cant paid cant even download,positive,5,0.04740674998410222,"minecraft, love, play, please, like"
update amazing new mob coming yeah,positive,5,0.012179468017547766,"minecraft, love, play, please, like"
fixed still please slightest,positive,5,0.029234472986665462,"minecraft, love, play, please, like"
best app kid learn several thing enhance creativity game also help overall development,positive,3,0.037657889171368586,"best, ever, world, game, played"
used bestbut able get best game experiencealsoit make minecarts faster,positive,3,0.04851433087007687,"best, ever, world, game, played"
fun crash android phone download addons mod game cooll yeh,positive,1,0.028791187597938247,"game, nice, like, favourite, fun"
amazing game,positive,1,0.07254776407800304,"game, nice, like, favourite, fun"
best paid game playstore money worthed dream game,positive,3,0.05952555679194057,"best, ever, world, game, played"
tha world best game love minecraft,positive,5,0.1333143748911112,"minecraft, love, play, please, like"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
good game endless game endless joy,positive,2,0.0670630246356204,"good, game, really, friend, app"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
amazing,positive,1,0.006732183700251907,"game, nice, like, favourite, fun"
best app ever played add get apps add free add good,positive,3,0.052136649014925825,"best, ever, world, game, played"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
love fun best way pas time good offline,positive,2,0.06353596164755726,"good, game, really, friend, app"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
awesome technical issue,positive,5,0.006077518682568149,"minecraft, love, play, please, like"
always best old player,positive,3,0.06886650040103892,"best, ever, world, game, played"
game real best game world best chemistry student,positive,3,0.13570998753013624,"best, ever, world, game, played"
awesome,positive,1,0.0026562577218842195,"game, nice, like, favourite, fun"
easy play like game open world,positive,1,0.04147173238801925,"game, nice, like, favourite, fun"
good love game,positive,2,0.16336502865833744,"good, game, really, friend, app"
good sometimes gliches lag bug think device,positive,2,0.0728798386425346,"good, game, really, friend, app"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
best survival game,positive,3,0.10386710754807041,"best, ever, world, game, played"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
love game worth money,positive,5,0.06166333122590277,"minecraft, love, play, please, like"
minecraft cool,positive,5,0.14270547928224245,"minecraft, love, play, please, like"
really fun love building think world template free could make world template free get minecoins use money though mincraft slow taking forever load would nice subtitle game mojang please let u redeem game score minecraft minecoins,positive,5,0.0690942558187377,"minecraft, love, play, please, like"
love game,positive,5,0.12214775373099435,"minecraft, love, play, please, like"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
good im happy,positive,2,0.10556844254859224,"good, game, really, friend, app"
really cool though removed holiday creator feature addons dont work due removal hope return version,positive,5,0.016185321899363732,"minecraft, love, play, please, like"
nice game nice price one problemim trying mine diamond can find diamond rd dia pickaxe broke u please fix ore generation,positive,1,0.029135014013128326,"game, nice, like, favourite, fun"
kill mob good kill mob food,positive,2,0.04712715348292793,"good, game, really, friend, app"
cool phone,positive,5,0.012474460799743637,"minecraft, love, play, please, like"
love game,positive,5,0.12214775373099435,"minecraft, love, play, please, like"
greatest game ever,positive,1,0.0749887086075719,"game, nice, like, favourite, fun"
really uploaded cracked minecraft since year purchase think money recovered,positive,5,0.07060792341984115,"minecraft, love, play, please, like"
game best also tip wan download mod download addons use good sometimes say version lower mod bla bla anyways still love game,positive,5,0.04696792753931032,"minecraft, love, play, please, like"
yes smart pie gamer fleet,positive,5,0.0019549404269981066,"minecraft, love, play, please, like"
game good one mod working pls fix,positive,2,0.07695688674589063,"good, game, really, friend, app"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
best game word,positive,3,0.08959453983816162,"best, ever, world, game, played"
brother bought accident im happy cause wanted phone bought nikkas,positive,5,0.011728650857305609,"minecraft, love, play, please, like"
best game forever,positive,3,0.08831136567793196,"best, ever, world, game, played"
best,positive,3,0.19371472305921708,"best, ever, world, game, played"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
iam able play server pls fix,positive,5,0.03751745276776875,"minecraft, love, play, please, like"
game nice bed war game nice,positive,1,0.08766525647470566,"game, nice, like, favourite, fun"
game fun enjoy playing brother,positive,1,0.04031005545442174,"game, nice, like, favourite, fun"
love game,positive,5,0.12214775373099435,"minecraft, love, play, please, like"
lagging ridiculous new phone good spec still laggs min graphic,positive,2,0.05519904991068019,"good, game, really, friend, app"
minecraft best game hai,positive,5,0.11474616913671323,"minecraft, love, play, please, like"
best game world install mod addons game fun game love build thats gave star,positive,1,0.061353522419886425,"game, nice, like, favourite, fun"
sign problem coming please fix good game,positive,2,0.07731389941037901,"good, game, really, friend, app"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
extremely fun fun play amongst friend love server fact others around world sweaty either phone pc even console absolutely lovely open world creative game around since,positive,5,0.04969997216846165,"minecraft, love, play, please, like"
goodi like much excited play game amazing update,positive,1,0.0528969165023189,"game, nice, like, favourite, fun"
game loved,positive,1,0.051635289509116326,"game, nice, like, favourite, fun"
hey minecraft really great cant play phone cousin phone let know someone stole game put roblox dont blame roblox blame creator made roblox server also server called hedgehog good luck finding,positive,5,0.05721165460660432,"minecraft, love, play, please, like"
minecraft world best game,positive,5,0.13924735650968198,"minecraft, love, play, please, like"
good app,positive,2,0.15250640915662003,"good, game, really, friend, app"
minecraft good game join server faced disconnected server problem please mojang fix,positive,5,0.10884364093384322,"minecraft, love, play, please, like"
best game ever gave discount,positive,3,0.0800006949760587,"best, ever, world, game, played"
best forawer,positive,3,0.19371472305921708,"best, ever, world, game, played"
good popcorn live light accessory light go really like minecraft like best,positive,5,0.08995493782806926,"minecraft, love, play, please, like"
used childhood game missed old day changed lot year great yet bug hasnt fixed especially performance making game less funtemporary strongly hope mojang would fix issue eventually cause still love minecraft heart,positive,5,0.06750113869796201,"minecraft, love, play, please, like"
add new armor crystal,positive,5,0.012528360976072139,"minecraft, love, play, please, like"
honestly game amazing time favourite game ive spent many hour day month year building world,positive,1,0.04318417975499444,"game, nice, like, favourite, fun"
please add macaw window mode pe please please cool,positive,5,0.03876313630062958,"minecraft, love, play, please, like"
greatest game time,positive,1,0.08011409480041785,"game, nice, like, favourite, fun"
honestly game might best ive ever played doesnt feel creepy single mode,positive,3,0.056223757742245625,"best, ever, world, game, played"
seems like control still pretty fd p controller yeah worth time,positive,5,0.018440855549827592,"minecraft, love, play, please, like"
love playing game interesting play,positive,5,0.0823488295707914,"minecraft, love, play, please, like"
best selling game world,positive,3,0.14120997767997584,"best, ever, world, game, played"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
game best game time,positive,3,0.10276407136063107,"best, ever, world, game, played"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
creative wonderful good qualitya bit pixely fantastic amazing game time possibilaties litterally endless altough cost bit money ounce monthly payment money soooo worth game playing since year still havent gotten bord really tired roblox simulation game game need recommended game ever,positive,1,0.059554430568932316,"game, nice, like, favourite, fun"
best game ever worth money best fun friend,positive,3,0.12544983162914466,"best, ever, world, game, played"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
right game good okay one problem guy done guy remove holiday experimental thats dumb idea got lot mod need holiday better put back okay dont ill put one star,positive,2,0.025690001096978513,"good, game, really, friend, app"
good game freez plobrem,positive,2,0.22833202181520393,"good, game, really, friend, app"
best game later pas,positive,3,0.06234965817197776,"best, ever, world, game, played"
make available pc play store,positive,5,0.022228592965819857,"minecraft, love, play, please, like"
minecraft like best game ever,positive,5,0.1313914645071819,"minecraft, love, play, please, like"
soooooo good want real world,positive,2,0.0948928131616764,"good, game, really, friend, app"
hang time gone still lag better,positive,5,0.015258747839157066,"minecraft, love, play, please, like"
great game huge problem thing everytime use mod none mod work like used work mod dont work like disappeared thin air though great game,positive,1,0.029560985491566896,"game, nice, like, favourite, fun"
lucky play game start game play since make many structure old update best,positive,1,0.04371206646255176,"game, nice, like, favourite, fun"
downloaded hardcore listen there new update new biom new entity hardcore bedrock,positive,5,0.013969788901438351,"minecraft, love, play, please, like"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
best gameee,positive,3,0.19371472305921708,"best, ever, world, game, played"
game good play friend,positive,2,0.13699322525685903,"good, game, really, friend, app"
star endless fun family want leave beta keep beta,positive,5,0.017376179503546474,"minecraft, love, play, please, like"
love minecraft definitely good gameyou definitely download gameits really goodhave good dayoh god dont hurt,positive,2,0.09102809600314007,"good, game, really, friend, app"
nice game cant find downgrade version please kindly add play store make easy anyway fantastic game,positive,1,0.05314081800667525,"game, nice, like, favourite, fun"
aj bold,positive,1,0.0,"game, nice, like, favourite, fun"
love wow,positive,5,0.07483159574927352,"minecraft, love, play, please, like"
nice surviv,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
one best game,positive,3,0.1171211089900786,"best, ever, world, game, played"
great build anything stop removing random stuff first furnace minecart alright one used save space second insert thing little detrimental doesnt push edge finally blindness potion mob used player used reason take bring stuff back,positive,5,0.01492282990994133,"minecraft, love, play, please, like"
favorite game,positive,1,0.061715966993356415,"game, nice, like, favourite, fun"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
love game lot made big mistake making minecraft beta option delete lose world im telling add export button back,positive,5,0.07221974844034183,"minecraft, love, play, please, like"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
mojang plz take look huge problem cant join server disconnected server,positive,5,0.04006914817103435,"minecraft, love, play, please, like"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
goo good,positive,2,0.2568672774372206,"good, game, really, friend, app"
game nice want java added,positive,1,0.04917794872075545,"game, nice, like, favourite, fun"
game amazing first expereince wonderful today dowlaod game good thank game,positive,1,0.07181075364745682,"game, nice, like, favourite, fun"
really good game love minecraft favorite game roblox hope guy really good friend,positive,2,0.0982198702209059,"good, game, really, friend, app"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
love minecraft sometimes marketplace doesnt work even though im connected wifi,positive,5,0.09298635631500668,"minecraft, love, play, please, like"
connection issue game getting worse year year want play friend internet perfectly fine speed chance give error issue didnt exist year back playing people internet atleast used easy theyve even ruined extremely recommended buy think one time payment enjoy playing friendscousins realmesthe option,positive,5,0.0339088047680605,"minecraft, love, play, please, like"
honestly best game,positive,3,0.08090223996239022,"best, ever, world, game, played"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
ok,positive,5,0.0006227433305930148,"minecraft, love, play, please, like"
happy play minecraft r best game ever,positive,5,0.10390762157804098,"minecraft, love, play, please, like"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
game interesting,positive,1,0.05519472172412847,"game, nice, like, favourite, fun"
fun offline multiplayer modable nothing else could ever want,positive,3,0.017214780642647236,"best, ever, world, game, played"
best adventure game even though paid worth endless possibility achieve explore make change like etc update also best make play game everytime even play friend lost star realm cost month know might difficult maybe could lower price little rest everything mark,positive,5,0.037280057170955276,"minecraft, love, play, please, like"
awesome game love survive creative,positive,5,0.047619947753497545,"minecraft, love, play, please, like"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
best game universe,positive,3,0.17407027436830216,"best, ever, world, game, played"
best game like,positive,3,0.12767410435905988,"best, ever, world, game, played"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
good game like gam,positive,2,0.16903560465009615,"good, game, really, friend, app"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
nice app,positive,1,0.02607368660743177,"game, nice, like, favourite, fun"
ive playing minecraft year game mob graphic everything perfect apart thing new logo wheres wolf,positive,5,0.065548821159145,"minecraft, love, play, please, like"
hello everyone best favorite roblox minecraft chess scrabble,positive,5,0.06472233588839485,"minecraft, love, play, please, like"
best game mobile ever played,positive,3,0.11380421226842492,"best, ever, world, game, played"
game amazing play playstation xbox pc phone tablet endless possibility play friend play online hardcore survival creative defeat bos explorer endless world love game thanks mojang,positive,5,0.053912659039565096,"minecraft, love, play, please, like"
amazing,positive,1,0.006732183700251907,"game, nice, like, favourite, fun"
omg omgg wow good,positive,2,0.08568618304357929,"good, game, really, friend, app"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
great game,positive,1,0.072794100073634,"game, nice, like, favourite, fun"
really love playing game whether summer winter raining droughting etc,positive,5,0.05294747913349047,"minecraft, love, play, please, like"
great game,positive,1,0.072794100073634,"game, nice, like, favourite, fun"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
absolutely love minecraft dont know phone cant handle sometimes game reason game crash easily join server andor use anything experimental admit download mod even vanilla world tends happen im still going keep minecraft love game much endless possibility really help adhd used see world srry rant,positive,5,0.13009198630753566,"minecraft, love, play, please, like"
minecraft offer exciting immersive experience blocky pixelated world team friend face challenge unleash creativity endless opportunity build craft mine limit imagination,positive,5,0.045188483914760894,"minecraft, love, play, please, like"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
favorite one,positive,5,0.008400240892807458,"minecraft, love, play, please, like"
best survival adventure game,positive,3,0.07712168929323153,"best, ever, world, game, played"
add item carry hand left right,positive,5,0.0075813214221600615,"minecraft, love, play, please, like"
lovely game,positive,1,0.1996057720978985,"game, nice, like, favourite, fun"
best game play going get bore sub rg rihansh,positive,3,0.07265231737973463,"best, ever, world, game, played"
nice open world game,positive,1,0.06452798833323094,"game, nice, like, favourite, fun"
many bug didnt get fix,positive,5,0.024803820225681724,"minecraft, love, play, please, like"
father gpay looking like real java like,positive,5,0.030922993031426982,"minecraft, love, play, please, like"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
good game,positive,2,0.22833202181520393,"good, game, really, friend, app"
lot fun playing friend sometimes laggyframe overall good,positive,2,0.06933401064112343,"good, game, really, friend, app"
first time open keep crashing stop crashing work smoothly,positive,5,0.010322025535368725,"minecraft, love, play, please, like"
ok,positive,5,0.0006227433305930148,"minecraft, love, play, please, like"
cant talk fun,positive,5,0.021380553593368566,"minecraft, love, play, please, like"
think great game troble getting people game would best game could fix please,positive,1,0.06520085583815141,"game, nice, like, favourite, fun"
game io superossom good like game much,positive,2,0.11541595003894865,"good, game, really, friend, app"
creative game saw,positive,1,0.0391697835746115,"game, nice, like, favourite, fun"
love,positive,5,0.14628126062839605,"minecraft, love, play, please, like"
game really best,positive,3,0.11096127160143784,"best, ever, world, game, played"
one best game ever played,positive,3,0.11859611892433844,"best, ever, world, game, played"
game best game,positive,3,0.13614071127753957,"best, ever, world, game, played"
incredible game ive playing year also love realm feature tested though updating noticed something im pretty sure lot people well cosmetic bought character reset could part left rejoin game time im unable use skin imported classic skin kinda suck thats skin use play public server,positive,5,0.04125272814326753,"minecraft, love, play, please, like"
love game good gamebut one esu voice chat peles upgrade game add voice chat,positive,2,0.03874086371235294,"good, game, really, friend, app"
fun exciting,positive,1,0.006422871549197712,"game, nice, like, favourite, fun"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
love playing game update like new update come,positive,5,0.07246729354166358,"minecraft, love, play, please, like"
game fun play ive always wanted play game never able afford money able play dont regret bit want say mojang make cheaper free everybody play,positive,5,0.04337102829029302,"minecraft, love, play, please, like"
fun,positive,1,0.013291051297046523,"game, nice, like, favourite, fun"
entertaining play time,positive,5,0.04257141916896986,"minecraft, love, play, please, like"
emmmmm new update need,positive,5,0.019968675845173797,"minecraft, love, play, please, like"
guy amazing love feature visible lan player sister join world gooood please keep mojang,positive,5,0.07051540617232192,"minecraft, love, play, please, like"
good experience,positive,2,0.13278706574840785,"good, game, really, friend, app"
there something absolutely amazing beautiful game like oh wow,positive,1,0.028161953125172376,"game, nice, like, favourite, fun"
good game time pas,positive,2,0.09735019431058621,"good, game, really, friend, app"
get kicked nice,positive,1,0.018397735398115775,"game, nice, like, favourite, fun"
overhyped still good game,positive,2,0.14534446695342212,"good, game, really, friend, app"
best game played much fun play friend much pvp survival lifesteal headsteal skyblock oneblock many mod,positive,3,0.04214495452118672,"best, ever, world, game, played"
teringat zaman dulu main dgn adik beradik game ni best giler main dgn kawan atau dgn family memang best memang recommended lah thank kerana buat game ini,positive,3,0.06068223889154307,"best, ever, world, game, played"
love glitch otherwise love,positive,5,0.09406896666709881,"minecraft, love, play, please, like"
great except fact cant earn minecoins good stuff payed add way earn minecoins would five star way,positive,2,0.03413887276161583,"good, game, really, friend, app"
like minecraft great,positive,5,0.14948036217081728,"minecraft, love, play, please, like"
game fun time year old loved game give nostalgia minecraft grown much loved game,positive,1,0.05821292943664934,"game, nice, like, favourite, fun"
